stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\User\Downloads\CSI2P1-Final-Project-Template - 複製\SourceCode8\allegro5.cfg r
font     D                ttf.c:287  alloc_glyph_region               [   0.35899] Locking glyph region: 0000000002758b40 0 0 24 20
font     D                ttf.c:167  unlock_current_page              [   0.36024] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   0.36038] Glyph 2659: 25x25 (28x28)
font     D                ttf.c:287  alloc_glyph_region               [   0.36040] Locking glyph region: 0000000002758b40 24 0 28 28
font     D                ttf.c:167  unlock_current_page              [   0.36043] Unlocking page: 0000000002758b40
font     D                ttf.c:446  cache_glyph                      [   0.36045] Glyph 3 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   0.36047] Glyph 16: 13x5 (16x8)
font     D                ttf.c:287  alloc_glyph_region               [   0.36049] Locking glyph region: 0000000002758b40 52 0 16 8
font     D                ttf.c:167  unlock_current_page              [   0.36051] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   0.36055] Glyph 340: 19x20 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   0.36057] Locking glyph region: 0000000002758b40 68 0 20 20
font     D                ttf.c:167  unlock_current_page              [   0.36059] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   0.36065] Glyph 7277: 21x22 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.36066] Locking glyph region: 0000000002758b40 88 0 24 24
font     D                ttf.c:167  unlock_current_page              [   0.36071] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   0.36077] Glyph 1258: 19x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.36078] Locking glyph region: 0000000002758b40 112 0 20 24
font     D                ttf.c:167  unlock_current_page              [   0.36084] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   0.36099] Glyph 7611: 21x21 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.36101] Locking glyph region: 0000000002758b40 132 0 24 24
font     D                ttf.c:167  unlock_current_page              [   0.36103] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   0.36109] Glyph 1751: 25x20 (28x20)
font     D                ttf.c:287  alloc_glyph_region               [   0.36111] Locking glyph region: 0000000002758b40 156 0 28 20
font     D                ttf.c:167  unlock_current_page              [   0.36240] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   0.36250] Glyph 2674: 19x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.36251] Locking glyph region: 0000000002758b40 184 0 20 24
font     D                ttf.c:167  unlock_current_page              [   0.36254] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   0.36260] Glyph 711: 25x20 (28x20)
font     D                ttf.c:287  alloc_glyph_region               [   0.36262] Locking glyph region: 0000000002758b40 204 0 28 20
font     D                ttf.c:167  unlock_current_page              [   0.36268] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   0.36275] Glyph 7208: 21x22 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.36276] Locking glyph region: 0000000002758b40 232 0 24 24
font     D                ttf.c:167  unlock_current_page              [   0.36282] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   0.36286] Glyph 757: 19x20 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   0.36287] Locking glyph region: 0000000002758b40 256 0 20 20
font     D                ttf.c:167  unlock_current_page              [   0.36289] Unlocking page: 0000000002758b40
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.36470] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.36475] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.36521] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.36523] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.36605] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.36608] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.36748] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.36750] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.36789] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.36791] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.36845] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.36846] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.36901] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.36902] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.36961] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.36964] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.36984] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.36986] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.37040] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.37042] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [   1.10746] Glyph 7930: 20x26 (20x28)
font     D                ttf.c:287  alloc_glyph_region               [   1.10750] Locking glyph region: 0000000002758b40 276 0 20 28
font     D                ttf.c:167  unlock_current_page              [   1.10752] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10757] Glyph 2641: 21x20 (24x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.10758] Locking glyph region: 0000000002758b40 296 0 24 20
font     D                ttf.c:167  unlock_current_page              [   1.10793] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10801] Glyph 4705: 19x24 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.10803] Locking glyph region: 0000000002758b40 320 0 20 24
font     D                ttf.c:167  unlock_current_page              [   1.10808] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10815] Glyph 7799: 19x18 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.10816] Locking glyph region: 0000000002758b40 340 0 20 20
font     D                ttf.c:167  unlock_current_page              [   1.10821] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10830] Glyph 5246: 19x23 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.10831] Locking glyph region: 0000000002758b40 360 0 20 24
font     D                ttf.c:167  unlock_current_page              [   1.10834] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10836] Glyph 20: 7x16 (8x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.10838] Locking glyph region: 0000000002758b40 380 0 8 16
font     D                ttf.c:167  unlock_current_page              [   1.10843] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10846] Glyph 1678: 17x18 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.10848] Locking glyph region: 0000000002758b40 388 0 20 20
font     D                ttf.c:167  unlock_current_page              [   1.10850] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10854] Glyph 3105: 19x20 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.10855] Locking glyph region: 0000000002758b40 408 0 20 20
font     D                ttf.c:167  unlock_current_page              [   1.10857] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10861] Glyph 318: 20x20 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.10862] Locking glyph region: 0000000002758b40 428 0 20 20
font     D                ttf.c:167  unlock_current_page              [   1.10864] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10870] Glyph 4492: 23x20 (24x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.10871] Locking glyph region: 0000000002758b40 448 0 24 20
font     D                ttf.c:167  unlock_current_page              [   1.10877] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10882] Glyph 1952: 19x25 (20x28)
font     D                ttf.c:287  alloc_glyph_region               [   1.10884] Locking glyph region: 0000000002758b40 472 0 20 28
font     D                ttf.c:167  unlock_current_page              [   1.10889] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10895] Glyph 3059: 21x23 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.10897] Locking glyph region: 0000000002758b40 0 28 24 24
font     D                ttf.c:167  unlock_current_page              [   1.10902] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10909] Glyph 564: 23x22 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.10910] Locking glyph region: 0000000002758b40 24 28 24 24
font     D                ttf.c:167  unlock_current_page              [   1.10916] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10918] Glyph 29: 6x14 (8x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.10920] Locking glyph region: 0000000002758b40 48 28 8 16
font     D                ttf.c:167  unlock_current_page              [   1.10921] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10926] Glyph 4662: 18x18 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.10927] Locking glyph region: 0000000002758b40 56 28 20 20
font     D                ttf.c:167  unlock_current_page              [   1.10929] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10934] Glyph 1074: 21x20 (24x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.10935] Locking glyph region: 0000000002758b40 76 28 24 20
font     D                ttf.c:167  unlock_current_page              [   1.10941] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10945] Glyph 19: 10x16 (12x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.10946] Locking glyph region: 0000000002758b40 100 28 12 16
font     D                ttf.c:167  unlock_current_page              [   1.10949] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10952] Glyph 18: 10x19 (12x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.10953] Locking glyph region: 0000000002758b40 112 28 12 20
font     D                ttf.c:167  unlock_current_page              [   1.10955] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10959] Glyph 831: 19x20 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.10961] Locking glyph region: 0000000002758b40 124 28 20 20
font     D                ttf.c:167  unlock_current_page              [   1.10966] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10972] Glyph 7410: 19x24 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.10974] Locking glyph region: 0000000002758b40 144 28 20 24
font     D                ttf.c:167  unlock_current_page              [   1.10979] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10986] Glyph 8095: 21x24 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.10988] Locking glyph region: 0000000002758b40 164 28 24 24
font     D                ttf.c:167  unlock_current_page              [   1.10992] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.10995] Glyph 24: 11x16 (12x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.10997] Locking glyph region: 0000000002758b40 188 28 12 16
font     D                ttf.c:167  unlock_current_page              [   1.10998] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11004] Glyph 7229: 23x24 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11005] Locking glyph region: 0000000002758b40 200 28 24 24
font     D                ttf.c:167  unlock_current_page              [   1.11010] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11015] Glyph 2259: 20x24 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11016] Locking glyph region: 0000000002758b40 224 28 20 24
font     D                ttf.c:167  unlock_current_page              [   1.11021] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11024] Glyph 17: 6x7 (8x8)
font     D                ttf.c:287  alloc_glyph_region               [   1.11025] Locking glyph region: 0000000002758b40 244 28 8 8
font     D                ttf.c:167  unlock_current_page              [   1.11027] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11031] Glyph 7412: 19x21 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11033] Locking glyph region: 0000000002758b40 252 28 20 24
font     D                ttf.c:167  unlock_current_page              [   1.11038] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11044] Glyph 7504: 23x22 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11045] Locking glyph region: 0000000002758b40 272 28 24 24
font     D                ttf.c:167  unlock_current_page              [   1.11050] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11056] Glyph 7236: 22x22 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11058] Locking glyph region: 0000000002758b40 296 28 24 24
font     D                ttf.c:167  unlock_current_page              [   1.11062] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11066] Glyph 6548: 21x20 (24x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.11068] Locking glyph region: 0000000002758b40 320 28 24 20
font     D                ttf.c:167  unlock_current_page              [   1.11070] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11073] Glyph 2009: 23x22 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11074] Locking glyph region: 0000000002758b40 344 28 24 24
font     D                ttf.c:167  unlock_current_page              [   1.11076] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11081] Glyph 2782: 25x22 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11083] Locking glyph region: 0000000002758b40 368 28 28 24
font     D                ttf.c:167  unlock_current_page              [   1.11087] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11093] Glyph 2658: 25x23 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11095] Locking glyph region: 0000000002758b40 396 28 28 24
font     D                ttf.c:167  unlock_current_page              [   1.11099] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11104] Glyph 21: 10x16 (12x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.11106] Locking glyph region: 0000000002758b40 424 28 12 16
font     D                ttf.c:167  unlock_current_page              [   1.11111] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11117] Glyph 2236: 20x24 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11118] Locking glyph region: 0000000002758b40 436 28 20 24
font     D                ttf.c:167  unlock_current_page              [   1.11123] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11129] Glyph 7247: 21x24 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11130] Locking glyph region: 0000000002758b40 456 28 24 24
font     D                ttf.c:167  unlock_current_page              [   1.11132] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11137] Glyph 2731: 23x22 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11138] Locking glyph region: 0000000002758b40 480 28 24 24
font     D                ttf.c:167  unlock_current_page              [   1.11140] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11146] Glyph 4449: 20x24 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11147] Locking glyph region: 0000000002758b40 0 52 20 24
font     D                ttf.c:167  unlock_current_page              [   1.11149] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11156] Glyph 1208: 27x22 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11158] Locking glyph region: 0000000002758b40 20 52 28 24
font     D                ttf.c:167  unlock_current_page              [   1.11160] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11166] Glyph 5812: 19x24 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11168] Locking glyph region: 0000000002758b40 48 52 20 24
font     D                ttf.c:167  unlock_current_page              [   1.11170] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11174] Glyph 880: 20x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11175] Locking glyph region: 0000000002758b40 68 52 20 24
font     D                ttf.c:167  unlock_current_page              [   1.11177] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11184] Glyph 7031: 23x20 (24x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.11186] Locking glyph region: 0000000002758b40 88 52 24 20
font     D                ttf.c:167  unlock_current_page              [   1.11188] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11193] Glyph 7249: 23x22 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11194] Locking glyph region: 0000000002758b40 112 52 24 24
font     D                ttf.c:167  unlock_current_page              [   1.11196] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11202] Glyph 3142: 25x22 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11203] Locking glyph region: 0000000002758b40 136 52 28 24
font     D                ttf.c:167  unlock_current_page              [   1.11205] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11210] Glyph 3675: 23x21 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11212] Locking glyph region: 0000000002758b40 164 52 24 24
font     D                ttf.c:167  unlock_current_page              [   1.11214] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11220] Glyph 2780: 25x24 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11222] Locking glyph region: 0000000002758b40 188 52 28 24
font     D                ttf.c:167  unlock_current_page              [   1.11224] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11227] Glyph 40: 12x18 (12x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.11228] Locking glyph region: 0000000002758b40 216 52 12 20
font     D                ttf.c:167  unlock_current_page              [   1.11230] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11233] Glyph 54: 13x18 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.11234] Locking glyph region: 0000000002758b40 228 52 16 20
font     D                ttf.c:167  unlock_current_page              [   1.11236] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11239] Glyph 38: 13x16 (16x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.11240] Locking glyph region: 0000000002758b40 244 52 16 16
font     D                ttf.c:167  unlock_current_page              [   1.11242] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11246] Glyph 7190: 20x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.11247] Locking glyph region: 0000000002758b40 260 52 20 24
font     D                ttf.c:167  unlock_current_page              [   1.11249] Unlocking page: 0000000002758b40
font     D                ttf.c:243  alloc_glyph_region               [   1.11254] Glyph 1450: 22x18 (24x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.11255] Locking glyph region: 0000000002758b40 280 52 24 20
font     D                ttf.c:167  unlock_current_page              [   1.11257] Unlocking page: 0000000002758b40
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.11279] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.11281] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.35848] opening assets/image/skill1.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.36454] opening assets/image/skill1.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.36475] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.36477] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.36478] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.36479] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.36480] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.36481] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.36482] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.36483] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.36484] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.36485] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.36486] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.36487] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.36488] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.36530] added dtor for bitmap 000000000b26fe00, func 00007ffcffe21bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.42076] opening assets/image/skill2.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.42687] opening assets/image/skill2.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.42706] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.42708] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.42709] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.42710] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.42711] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.42712] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.42713] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.42714] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.42715] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.42716] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.42717] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.42718] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.42719] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.42825] added dtor for bitmap 000000000bbe5e20, func 00007ffcffe21bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.46147] opening assets/image/skill3.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.46768] opening assets/image/skill3.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.46788] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.46790] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.46791] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.46792] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.46793] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.46794] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.46795] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.46796] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.46797] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.46798] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.46799] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.46800] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.46801] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.47045] added dtor for bitmap 000000000b271250, func 00007ffcffe21bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.51291] opening assets/image/skill4.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.51929] opening assets/image/skill4.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.51949] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.51951] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.51952] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.51953] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.51954] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.51955] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.51956] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.51957] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.51958] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.51959] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.51960] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.51961] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.51962] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.52267] added dtor for bitmap 000000000b280d10, func 00007ffcffe21bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.57221] opening assets/image/skill5.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.57807] opening assets/image/skill5.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.57826] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.57828] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.57829] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.57830] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.57831] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.57832] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.57833] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.57834] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.57835] Fake format
